User_id,Merchant_id,Action,Coupon_id,Discount_rate,Date_received,Date
13740231,18907,2,100017492,500:50,20160513,null
13740231,34805,1,null,null,null,20160321
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,18907,0,null,null,null,20160618
14336199,38810,0,null,null,null,20160126
14336199,38810,0,null,null,null,20160126
14336199,38810,0,null,null,null,20160126
14336199,38810,0,null,null,null,20160126
14336199,18907,0,null,null,null,20160127
14336199,18907,0,null,null,null,20160127
14336199,37005,0,null,null,null,20160412
14336199,14305,0,null,null,null,20160127
14336199,18907,0,null,null,null,20160618
10539231,12008,1,null,null,null,20160618
10539231,31904,0,null,null,null,20160107
10539231,12008,1,null,null,null,20160618
14438631,55412,0,null,null,null,20160630
14438631,55412,0,null,null,null,20160630
14438631,38013,0,null,null,null,20160614
14438631,55412,0,null,null,null,20160629
14438631,58215,0,null,null,null,20160421
14438631,29814,0,null,null,null,20160530
14438631,55412,0,null,null,null,20160630
15034599,45003,0,null,null,null,20160411
15034599,45003,0,null,null,null,20160411
15034599,47503,0,null,null,null,20160604
15034599,10513,0,null,null,null,20160113
15034599,14012,0,null,null,null,20160609
15034599,52810,0,null,null,null,20160120
15034599,14012,0,null,null,null,20160609
15034599,14012,0,null,null,null,20160609
15034599,46510,0,null,null,null,20160411
15034599,43404,0,null,null,null,20160124
15034599,32514,0,null,null,null,20160504
15034599,49507,0,null,null,null,20160503
15034599,53004,0,null,null,null,20160609
15034599,14012,0,null,null,null,20160610
15034599,14012,0,null,null,null,20160610
15034599,31607,0,null,null,null,20160503
15034599,21111,0,null,null,null,20160622
15034599,21111,0,null,null,null,20160622
15034599,49507,0,null,null,null,20160120
15034599,10315,0,null,null,null,20160619
15034599,10114,0,null,null,null,20160524
15034599,14012,0,null,null,null,20160613
15034599,14012,0,null,null,null,20160612
11833599,23304,0,null,null,null,20160516
11833599,15900,0,null,null,null,20160424
11833599,15900,0,null,null,null,20160424
11833599,15900,0,null,null,null,20160424
11833599,46511,0,null,null,null,20160424
11237631,20313,0,null,null,null,20160216
11237631,46409,0,null,null,null,20160131
11237631,46409,0,null,null,null,20160131
11237631,46409,0,null,null,null,20160131
11237631,43104,0,null,null,null,20160131
11237631,20313,0,null,null,null,20160213
11237631,51011,0,null,null,null,20160504
11237631,25012,0,null,null,null,20160131
11237631,51011,0,null,null,null,20160221
11237631,26608,0,null,null,null,20160224
11237631,51011,0,null,null,null,20160224
11237631,26904,0,null,null,null,20160609
11237631,36303,0,null,null,null,20160504
11237631,26608,0,null,null,null,20160504
11237631,33910,0,null,null,null,20160124
11237631,39810,0,null,null,null,20160223
15137031,25104,2,100120354,150:50,20160613,null
15137031,44706,2,100071973,50:5,20160317,null
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160514
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,18206,1,null,null,null,20160421
15137031,29007,2,100028000,30:1,20160405,null
15137031,18907,2,100086665,300:50,20160406,null
15137031,18907,2,100160219,300:30,20160317,null
11936031,37510,0,null,null,null,20160101
11936031,44906,0,null,null,null,20160409
11936031,21106,0,null,null,null,20160523
11936031,21106,0,null,null,null,20160523
11936031,21106,0,null,null,null,20160523
11936031,44300,0,null,null,null,20160215
11936031,52614,0,null,null,null,20160517
12531999,52614,0,null,null,null,20160212
12531999,38810,0,null,null,null,20160212
12531999,34311,0,null,null,null,20160115
12531999,31709,0,null,null,null,20160225
12531999,25811,0,null,null,null,20160114
12531999,34604,0,null,null,null,20160225
12531999,45907,0,null,null,null,20160404
12531999,23800,0,null,null,null,20160214
12634431,18907,2,100060941,800:50,20160614,null
12634431,18907,2,100060941,800:50,20160614,null
12634431,18907,2,100231315,500:50,20160614,null
12634431,18907,2,100231315,500:50,20160614,null
12634431,18907,2,100025195,1000:100,20160614,null
12634431,18907,2,100025195,1000:100,20160614,null
12634431,18907,0,null,null,null,20160614
12634431,18907,0,null,null,null,20160614
12634431,18907,0,null,null,null,20160614
12634431,18907,0,null,null,null,20160614
12634431,18907,0,null,null,null,20160614
12634431,18907,0,null,null,null,20160614
12634431,18907,0,null,null,null,20160614
12634431,18907,0,null,null,null,20160614
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160611
12634431,18907,0,null,null,null,20160613
12634431,18907,0,null,null,null,20160619
12634431,18907,2,100060941,800:50,20160614,null
13230399,26700,0,null,null,null,20160510
13230399,26700,0,null,null,null,20160510
13230399,16114,0,null,null,null,20160111
13230399,50602,0,null,null,null,20160309
13230399,51904,0,null,null,null,20160103
13230399,51904,0,null,null,null,20160103
13230399,42400,0,null,null,null,20160508
13230399,27507,0,null,null,null,20160323
13230399,51904,0,null,null,null,20160101
13230399,35702,0,null,null,null,20160518
13230399,44314,0,null,null,null,20160530
13230399,14700,0,null,null,null,20160110
10029399,43808,0,null,null,null,20160522
10029399,43808,1,null,null,null,20160508
13928799,25503,0,null,null,null,20160202
13928799,44714,0,null,null,null,20160216
13928799,44714,0,null,null,null,20160216
13928799,44714,0,null,null,null,20160216
13928799,28407,0,null,null,null,20160215
13928799,30612,0,null,null,null,20160216
13928799,40912,0,null,null,null,20160127
13928799,39802,0,null,null,null,20160218
13928799,23514,0,null,null,null,20160202
13332831,40510,2,100169505,300:50,20160121,null
13332831,40510,2,100169505,300:50,20160121,null
13332831,17904,2,100196720,10:5,20160514,null
13332831,50901,2,100187433,10:5,20160313,null
13332831,48813,2,100022139,500:50,20160310,null
13332831,40510,2,100069654,200:30,20160121,null
13332831,40510,2,100069654,200:30,20160121,null
13332831,40510,2,100069654,200:30,20160121,null
13332831,40510,2,100069654,200:30,20160121,null
13332831,40510,2,100069654,200:30,20160121,null
13332831,34805,2,100115919,20:10,20160205,null
13332831,48813,2,100138955,200:20,20160310,null
13332831,17313,2,100101889,150:10,20160513,null
13332831,50901,2,100100519,300:10,20160313,null
13332831,34805,2,100022317,150:10,20160428,null
13332831,34805,2,100122243,10:5,20160428,null
13332831,41706,2,100228541,150:1,20160430,null
13332831,17308,1,null,null,null,20160515
13332831,17308,1,null,null,null,20160515
13332831,34805,2,100057031,10:5,20160419,null
13332831,17904,2,100003836,200:10,20160514,null
13332831,40510,2,100149584,200:30,20160121,null
13332831,40510,2,100149584,200:30,20160121,null
13332831,48813,2,100014330,150:10,20160311,null
13332831,48813,2,100014330,150:10,20160312,null
13332831,48813,2,100014330,150:10,20160310,null
13332831,40510,2,100169505,300:50,20160121,null
10131831,47003,2,100215730,20:10,20160117,null
10131831,47003,2,100165446,150:50,20160117,null
10131831,47003,2,100165446,150:50,20160117,null
10131831,30308,0,null,null,null,20160108
10131831,30308,0,null,null,null,20160108
10131831,30308,0,null,null,null,20160108
10131831,30308,0,null,null,null,20160108
10131831,30308,0,null,null,null,20160108
10131831,30308,0,null,null,null,20160108
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,0,null,null,null,20160117
10131831,47003,1,fixed,fixed,20160128,20160128
10131831,47003,1,fixed,fixed,20160128,20160128
10131831,23612,0,null,null,null,20160421
10131831,23612,0,null,null,null,20160421
10131831,23612,0,null,null,null,20160421
10131831,23612,0,null,null,null,20160421
10131831,47003,1,fixed,fixed,20160117,20160117
10131831,47003,1,fixed,fixed,20160117,20160117
10131831,47003,2,100215730,20:10,20160117,null
10727799,33701,0,null,null,null,20160513
10727799,14508,0,null,null,null,20160421
10727799,53702,0,null,null,null,20160303
10727799,10902,0,null,null,null,20160421
10727799,10902,0,null,null,null,20160421
10727799,10902,0,null,null,null,20160421
10727799,10902,0,null,null,null,20160421
10727799,10902,0,null,null,null,20160421
10727799,10902,0,null,null,null,20160421
10727799,10902,0,null,null,null,20160421
10727799,14508,0,null,null,null,20160331
10727799,54011,0,null,null,null,20160303
10727799,55815,1,null,null,null,20160116
14031231,27914,0,null,null,null,20160409
14031231,26203,0,null,null,null,20160218
14031231,26203,0,null,null,null,20160218
14031231,26203,0,null,null,null,20160218
14031231,26203,0,null,null,null,20160218
14031231,20401,1,null,null,null,20160608
14031231,20401,1,null,null,null,20160608
14031231,27914,0,null,null,null,20160409
14627199,34206,0,null,null,null,20160116
14627199,51413,0,null,null,null,20160116
14627199,51413,0,null,null,null,20160122
14627199,51413,0,null,null,null,20160122
14627199,12700,0,null,null,null,20160509
14627199,44003,0,null,null,null,20160303
14627199,12700,1,null,null,null,20160509
14627199,18612,0,null,null,null,20160502
10830231,15910,1,null,null,null,20160422
10830231,21206,1,null,null,null,20160109
10830231,21907,1,null,null,null,20160223
10830231,21907,1,null,null,null,20160223
10830231,39110,0,null,null,null,20160528
10830231,39110,0,null,null,null,20160528
10830231,21709,0,null,null,null,20160515
10830231,21709,0,null,null,null,20160515
10830231,47801,0,null,null,null,20160627
10830231,15910,0,null,null,null,20160421
10830231,21206,0,null,null,null,20160108
10830231,21206,0,null,null,null,20160108
10830231,51305,0,null,null,null,20160508
10830231,17506,0,null,null,null,20160126
10830231,31004,0,null,null,null,20160419
10830231,38708,0,null,null,null,20160630
10830231,15910,0,null,null,null,20160422
10830231,15910,1,null,null,null,20160422
11426199,24002,0,null,null,null,20160409
11426199,44011,0,null,null,null,20160409
11426199,36703,0,null,null,null,20160320
14729631,23612,0,null,null,null,20160314
14729631,23612,0,null,null,null,20160314
14729631,35413,0,null,null,null,20160521
14729631,35413,0,null,null,null,20160521
14729631,35413,0,null,null,null,20160521
14729631,13706,0,null,null,null,20160517
14729631,35413,0,null,null,null,20160519
14729631,14015,0,null,null,null,20160123
14729631,14814,0,null,null,null,20160502
14729631,14814,0,null,null,null,20160502
14729631,14814,0,null,null,null,20160502
14729631,14814,0,null,null,null,20160502
14729631,14015,0,null,null,null,20160102
14729631,14015,0,null,null,null,20160102
14729631,14015,0,null,null,null,20160102
14729631,14015,0,null,null,null,20160102
14729631,44003,0,null,null,null,20160302
14729631,28613,0,null,null,null,20160306
14729631,28613,0,null,null,null,20160306
14729631,10405,0,null,null,null,20160302
15325599,12915,0,null,null,null,20160420
15325599,45503,0,null,null,null,20160415
15325599,39812,0,null,null,null,20160516
15325599,50211,0,null,null,null,20160415
15325599,55210,0,null,null,null,20160331
15325599,21202,0,null,null,null,20160316
15325599,21202,0,null,null,null,20160316
15325599,21202,0,null,null,null,20160316
15325599,21202,0,null,null,null,20160316
15325599,21202,0,null,null,null,20160316
15325599,21202,0,null,null,null,20160316
15325599,21202,0,null,null,null,20160316
15325599,21202,0,null,null,null,20160316
15325599,45503,0,null,null,null,20160416
15325599,45503,0,null,null,null,20160416
15325599,45503,0,null,null,null,20160416
15325599,17711,0,null,null,null,20160514
15325599,19606,0,null,null,null,20160516
15325599,19606,0,null,null,null,20160516
15325599,52110,0,null,null,null,20160513
15325599,48510,0,null,null,null,20160626
15325599,52110,0,null,null,null,20160513
15325599,30312,0,null,null,null,20160516
15325599,30312,0,null,null,null,20160516
15325599,30312,0,null,null,null,20160516
15325599,52601,0,null,null,null,20160302
15325599,44003,0,null,null,null,20160424
15325599,37213,0,null,null,null,20160331
15325599,50613,0,null,null,null,20160225
15325599,18105,0,null,null,null,20160415
15325599,28609,0,null,null,null,20160117
15325599,39606,0,null,null,null,20160524
15325599,37213,0,null,null,null,20160531
15325599,19903,0,null,null,null,20160401
15325599,19903,0,null,null,null,20160401
15325599,15705,0,null,null,null,20160602
15325599,54102,0,null,null,null,20160513
11528631,17906,0,null,null,null,20160617
